index,1st file,2nd file,3rd file,4th file,5th file,6th file,7th file,8th file,9th file,10th file,11th file,12th file,13th file,14th file,15th file,16th file,17th file,18th file,19th file,20th file,21th file,22th file,23th file,24th file,25th file,26th file
None,2.244310018346461,2.244310018346461,0.7829676493022838,0.26835648565758613,0.07983069866923731,0.029386500293865,0.012811623911011968,0.006029408439664464,0.005275772146937791,0.004522124494087322,0.004522124494087322,0.004522124494087322,0.004522124494087322,0.004522124494087322,0.004522124494087322,0.004522124494087322,0.004522124494087322,0.004522124494087322,0.0037684654808561955,0.0022611133722244834,0.0007537158189876089,0.0007537158189876089,0.0007537158189876089,0.0007537158189876089,0.0007537158189876089,0.0007537158189876089
l-pilot.lunarc.lu.se,1.431514634839443,1.431514634839443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
