index,1st file,2nd file,3rd file
None,0.6597444089456869,0.3242811501597444,0.01437699680511182
arcce.slac.stanford.edu,0.003904724716907458,0.012495119094103866,0.0007809449433814916
l-pilot.lunarc.lu.se,0.0008151952392598027,0.00896714763185783,0.00032607809570392107
ldmx.cnsi.ucsb.edu,0.0074847350797715186,0.0061716236622677435,0.0
axion.hep.caltech.edu,0.0040849126096564655,0.011317216902162995,0.00020089734145851469
