,1'st,2'nd,3'rd
axion.hep.caltech.edu,0.40849126096564653,1.1317216902162994,0.02008973414585147
arcce.slac.stanford.edu,0.3904724716907458,1.2495119094103866,0.07809449433814916
l-pilot.lunarc.lu.se,0.08151952392598028,0.896714763185783,0.03260780957039211
none,65.97444089456869,32.42811501597444,1.4376996805111821
ldmx.cnsi.ucsb.edu,0.7484735079771518,0.6171623662267743,0.0
